Datetime,open,high,low,close
2025-08-05 00:00:00+00:00,1.3298755884170532,1.330247163772583,1.3298580646514893,1.330247163772583
2025-08-05 00:05:00+00:00,1.3303357362747192,1.3303357362747192,1.3300702571868896,1.3300879001617432
2025-08-05 00:10:00+00:00,1.3299463987350464,1.3300524950027466,1.3299109935760498,1.3299109935760498
2025-08-05 00:15:00+00:00,1.3298580646514893,1.3298580646514893,1.329504370689392,1.3295927047729492
2025-08-05 00:20:00+00:00,1.329469084739685,1.3295927047729492,1.329469084739685,1.3295574188232422
2025-08-05 00:25:00+00:00,1.329256892204285,1.3293629884719849,1.329256892204285,1.3293452262878418
2025-08-05 00:30:00+00:00,1.3293099403381348,1.3293629884719849,1.3293099403381348,1.3293629884719849
2025-08-05 00:35:00+00:00,1.3293629884719849,1.3293629884719849,1.329097867012024,1.329097867012024
2025-08-05 00:40:00+00:00,1.329150915145874,1.3292922973632812,1.329150915145874,1.3292216062545776
2025-08-05 00:45:00+00:00,1.3292216062545776,1.3294159173965454,1.3292216062545776,1.3292216062545776
2025-08-05 00:50:00+00:00,1.3292746543884275,1.3295574188232422,1.3292746543884275,1.3295574188232422
2025-08-05 00:55:00+00:00,1.329539775848389,1.3299109935760498,1.3295220136642456,1.3299109935760498
2025-08-05 01:00:00+00:00,1.3299109935760498,1.3299463987350464,1.3296281099319458,1.3296281099319458
2025-08-05 01:05:00+00:00,1.329469084739685,1.3295927047729492,1.3292746543884275,1.3295927047729492
2025-08-05 01:10:00+00:00,1.3294159173965454,1.3294159173965454,1.3288682699203491,1.3288682699203491
2025-08-05 01:15:00+00:00,1.3288507461547852,1.3292746543884275,1.3288507461547852,1.3292746543884275
2025-08-05 01:20:00+00:00,1.3291332721710205,1.329469084739685,1.3291332721710205,1.329186201095581
2025-08-05 01:25:00+00:00,1.3290096521377563,1.329168677330017,1.3290096521377563,1.329115629196167
2025-08-05 01:30:00+00:00,1.329150915145874,1.329203963279724,1.3290449380874634,1.329062581062317
2025-08-05 01:35:00+00:00,1.3289036750793457,1.329168677330017,1.3289036750793457,1.329168677330017
2025-08-05 01:40:00+00:00,1.3292922973632812,1.329504370689392,1.3292922973632812,1.329451322555542
2025-08-05 01:45:00+00:00,1.329645752906799,1.3298403024673462,1.329451322555542,1.329469084739685
2025-08-05 01:50:00+00:00,1.3294336795806885,1.3295927047729492,1.3294336795806885,1.329504370689392
2025-08-05 01:55:00+00:00,1.3292746543884275,1.3292746543884275,1.3289213180541992,1.3290096521377563
