Datetime,open,high,low,close
2025-06-15 23:00:00+00:00,1.3557851314544678,1.3558770418167114,1.3547565937042236,1.3547565937042236
2025-06-15 23:15:00+00:00,1.354609727859497,1.3550136089324951,1.3542428016662598,1.3549033403396606
2025-06-15 23:30:00+00:00,1.354958415031433,1.3554543256759644,1.3549401760101318,1.3554543256759644
2025-06-15 23:45:00+00:00,1.3552522659301758,1.3552706241607666,1.354921817779541,1.354921817779541
2025-06-16 00:00:00+00:00,1.3546464443206787,1.3552522659301758,1.3546464443206787,1.3551788330078125
2025-06-16 00:15:00+00:00,1.3551421165466309,1.3555645942687988,1.3545730113983154,1.3551788330078125
2025-06-16 00:30:00+00:00,1.3554176092147827,1.3554176092147827,1.3550318479537964,1.3550318479537964
2025-06-16 00:45:00+00:00,1.3549033403396606,1.3551052808761597,1.3545546531677246,1.3551052808761597
2025-06-16 01:00:00+00:00,1.354921817779541,1.3554726839065552,1.354609727859497,1.3554726839065552
2025-06-16 01:15:00+00:00,1.3554176092147827,1.3557851314544678,1.3551421165466309,1.3553624153137207
2025-06-16 01:30:00+00:00,1.3554359674453735,1.3558402061462402,1.354830026626587,1.3551421165466309
2025-06-16 01:45:00+00:00,1.3551971912384033,1.3552889823913574,1.3547931909561157,1.3547931909561157
2025-06-16 02:00:00+00:00,1.3545546531677246,1.3551052808761597,1.3544446229934692,1.354958415031433
2025-06-16 02:15:00+00:00,1.3549033403396606,1.3552522659301758,1.3549033403396606,1.3549401760101318
2025-06-16 02:30:00+00:00,1.354830026626587,1.3549033403396606,1.3545364141464233,1.3548115491867065
2025-06-16 02:45:00+00:00,1.354719877243042,1.3550136089324951,1.3542795181274414,1.3543895483016968
2025-06-16 03:00:00+00:00,1.3543529510498047,1.3547931909561157,1.3540778160095215,1.3541511297225952
2025-06-16 03:15:00+00:00,1.3541145324707031,1.3542062044143677,1.3537112474441528,1.354169487953186
2025-06-16 03:30:00+00:00,1.3540228605270386,1.3542795181274414,1.3536561727523804,1.3537296056747437
2025-06-16 03:45:00+00:00,1.3537662029266357,1.3538029193878174,1.3535646200180054,1.3536561727523804
2025-06-16 04:00:00+00:00,1.3537845611572266,1.3542611598968506,1.3537845611572266,1.3541145324707031
2025-06-16 04:15:00+00:00,1.3540778160095215,1.3546831607818604,1.3540778160095215,1.3545364141464233
2025-06-16 04:30:00+00:00,1.3545546531677246,1.3547931909561157,1.3545364141464233,1.3546464443206787
2025-06-16 04:45:00+00:00,1.3545913696289062,1.354830026626587,1.3545180559158325,1.3547749519348145
2025-06-16 05:00:00+00:00,1.3548483848571777,1.3560609817504883,1.3548483848571777,1.3560609817504883
2025-06-16 05:15:00+00:00,1.3561896085739136,1.3570915460586548,1.3559505939483643,1.3568888902664185
2025-06-16 05:30:00+00:00,1.35694420337677,1.357367753982544,1.3569257259368896,1.3569257259368896
2025-06-16 05:45:00+00:00,1.3569257259368896,1.3574045896530151,1.3569257259368896,1.3572204113006592
2025-06-16 06:00:00+00:00,1.3571282625198364,1.3576257228851318,1.3565576076507568,1.3568705320358276
2025-06-16 06:15:00+00:00,1.3572757244110107,1.3572757244110107,1.3560609817504883,1.3561160564422607
2025-06-16 06:30:00+00:00,1.35609769821167,1.357533574104309,1.35609769821167,1.357533574104309
2025-06-16 06:45:00+00:00,1.357681155204773,1.3588802814483643,1.357681155204773,1.3586586713790894
2025-06-16 07:00:00+00:00,1.35869562625885,1.35869562625885,1.35792076587677,1.3581420183181763
2025-06-16 07:15:00+00:00,1.3583449125289917,1.358991026878357,1.3583265542984009,1.3589541912078857
2025-06-16 07:30:00+00:00,1.3588987588882446,1.3592311143875122,1.3584556579589844,1.3588802814483643
2025-06-16 07:45:00+00:00,1.35869562625885,1.3590834140777588,1.3582526445388794,1.3584003448486328
2025-06-16 08:00:00+00:00,1.3583265542984009,1.3585480451583862,1.3578286170959473,1.3580313920974731
2025-06-16 08:15:00+00:00,1.3581420183181763,1.3586403131484985,1.3580129146575928,1.3586218357086182
2025-06-16 08:30:00+00:00,1.3586771488189697,1.3589357137680054,1.3583449125289917,1.3583449125289917
2025-06-16 08:45:00+00:00,1.3581604957580566,1.3582895994186401,1.357736349105835,1.357736349105835
2025-06-16 09:00:00+00:00,1.3580313920974731,1.358363389968872,1.3580313920974731,1.3582342863082886
2025-06-16 09:15:00+00:00,1.3580868244171143,1.3585480451583862,1.3580129146575928,1.358437180519104
2025-06-16 09:30:00+00:00,1.3584187030792236,1.3589357137680054,1.3582158088684082,1.3585480451583862
2025-06-16 09:45:00+00:00,1.3584926128387451,1.3586771488189697,1.3579391241073608,1.3586771488189697
2025-06-16 10:00:00+00:00,1.3586403131484985,1.3587509393692017,1.3583265542984009,1.3585110902786255
2025-06-16 10:15:00+00:00,1.3580868244171143,1.3582158088684082,1.3578654527664185,1.3580498695373535
2025-06-16 10:30:00+00:00,1.3580683469772339,1.3588987588882446,1.3580683469772339,1.358788013458252
2025-06-16 10:45:00+00:00,1.3586403131484985,1.358788013458252,1.3577548265457153,1.3581604957580566
2025-06-16 11:00:00+00:00,1.358105182647705,1.3587509393692017,1.3579760789871216,1.3586033582687378
2025-06-16 11:15:00+00:00,1.3585848808288574,1.3590649366378784,1.3582895994186401,1.3585665225982666
2025-06-16 11:30:00+00:00,1.3585295677185059,1.3586403131484985,1.3577548265457153,1.3578286170959473
2025-06-16 11:45:00+00:00,1.3580683469772339,1.3583080768585205,1.3577916622161865,1.3579022884368896
2025-06-16 12:00:00+00:00,1.3579760789871216,1.3583449125289917,1.3577916622161865,1.357810139656067
2025-06-16 12:15:00+00:00,1.3579022884368896,1.3582158088684082,1.357496738433838,1.3575520515441895
2025-06-16 12:30:00+00:00,1.357810139656067,1.3582711219787598,1.357681155204773,1.3579391241073608
2025-06-16 12:45:00+00:00,1.3577179908752441,1.3584556579589844,1.3577179908752441,1.3584556579589844
2025-06-16 13:00:00+00:00,1.3587141036987305,1.3596562147140503,1.3584926128387451,1.3596562147140503
2025-06-16 13:15:00+00:00,1.35963773727417,1.3605072498321533,1.3596007823944092,1.3602110147476196
2025-06-16 13:30:00+00:00,1.3602850437164307,1.3607664108276367,1.3601555824279785,1.36024808883667
2025-06-16 13:45:00+00:00,1.3606739044189453,1.3614518642425537,1.3598597049713135,1.3614518642425537
2025-06-16 14:00:00+00:00,1.3612664937973022,1.3621008396148682,1.3612664937973022,1.3618227243423462
2025-06-16 14:15:00+00:00,1.3618782758712769,1.3620638847351074,1.3608219623565674,1.3613035678863525
2025-06-16 14:30:00+00:00,1.3616927862167358,1.3619710206985474,1.3602296113967896,1.3602296113967896
2025-06-16 14:45:00+00:00,1.360544204711914,1.360544204711914,1.3596932888031006,1.3598597049713135
2025-06-16 15:00:00+00:00,1.3596562147140503,1.3599891662597656,1.359194278717041,1.3597116470336914
2025-06-16 15:15:00+00:00,1.3597116470336914,1.359785795211792,1.3592681884765625,1.359767198562622
2025-06-16 15:30:00+00:00,1.3599151372909546,1.3599151372909546,1.3591758012771606,1.359785795211792
2025-06-16 15:45:00+00:00,1.3595823049545288,1.3598597049713135,1.3594344854354858,1.3598597049713135
2025-06-16 16:00:00+00:00,1.3600445985794067,1.3604332208633423,1.3596932888031006,1.360007643699646
2025-06-16 16:15:00+00:00,1.3600445985794067,1.3608589172363281,1.3600445985794067,1.360710859298706
2025-06-16 16:30:00+00:00,1.3605812788009644,1.3608405590057373,1.360470175743103,1.360544204711914
2025-06-16 16:45:00+00:00,1.3605072498321533,1.3608589172363281,1.3604332208633423,1.360784888267517
2025-06-16 17:00:00+00:00,1.360970139503479,1.3611183166503906,1.3595268726348877,1.3597302436828613
2025-06-16 17:15:00+00:00,1.359767198562622,1.359933614730835,1.359489917755127,1.3597302436828613
2025-06-16 17:30:00+00:00,1.3598597049713135,1.3599151372909546,1.359489917755127,1.3596932888031006
2025-06-16 17:45:00+00:00,1.3598966598510742,1.3599891662597656,1.3596007823944092,1.359619379043579
2025-06-16 18:00:00+00:00,1.3596007823944092,1.359933614730835,1.3595454692840576,1.3598226308822632
2025-06-16 18:15:00+00:00,1.359841227531433,1.359841227531433,1.3595454692840576,1.3597302436828613
2025-06-16 18:30:00+00:00,1.3598597049713135,1.3599891662597656,1.3597116470336914,1.3599891662597656
2025-06-16 18:45:00+00:00,1.3597487211227417,1.3599705696105957,1.3596562147140503,1.3597302436828613
2025-06-16 19:00:00+00:00,1.359619379043579,1.359619379043579,1.3590095043182373,1.3592681884765625
2025-06-16 19:15:00+00:00,1.3590834140777588,1.3591573238372803,1.3586033582687378,1.3588802814483643
2025-06-16 19:30:00+00:00,1.358917236328125,1.358917236328125,1.3582342863082886,1.3582895994186401
2025-06-16 19:45:00+00:00,1.3582895994186401,1.3582895994186401,1.3574599027633667,1.3574599027633667
2025-06-16 20:00:00+00:00,1.3573309183120728,1.3583080768585205,1.3573309183120728,1.357994556427002
2025-06-16 20:15:00+00:00,1.3579391241073608,1.3581604957580566,1.3576442003250122,1.3581604957580566
2025-06-16 20:30:00+00:00,1.3581973314285278,1.3582342863082886,1.3579391241073608,1.3581604957580566
2025-06-16 20:45:00+00:00,1.3582342863082886,1.3582526445388794,1.3577731847763062,1.3578470945358276
2025-06-16 21:00:00+00:00,1.3585295677185059,1.3592866659164429,1.3577179908752441,1.3577731847763062
2025-06-16 21:15:00+00:00,1.357994556427002,1.358363389968872,1.3576442003250122,1.358363389968872
2025-06-16 21:30:00+00:00,1.3578838109970093,1.3579576015472412,1.3576072454452515,1.3577548265457153
2025-06-16 21:45:00+00:00,1.3577548265457153,1.3580498695373535,1.3576442003250122,1.3578838109970093
2025-06-16 22:00:00+00:00,1.3577916622161865,1.3577916622161865,1.357478380203247,1.3576442003250122
2025-06-16 22:15:00+00:00,1.3577548265457153,1.357810139656067,1.357478380203247,1.357478380203247
2025-06-16 22:30:00+00:00,1.3575705289840698,1.3575890064239502,1.3570362329483032,1.357183575630188
2025-06-16 22:45:00+00:00,1.357054591178894,1.3576072454452515,1.3569625616073608,1.3574230670928955
2025-06-16 23:00:00+00:00,1.3575890064239502,1.3580313920974731,1.3575520515441895,1.3579022884368896
2025-06-16 23:15:00+00:00,1.3578654527664185,1.35792076587677,1.3576626777648926,1.3577548265457153
2025-06-16 23:30:00+00:00,1.357496738433838,1.357496738433838,1.3568521738052368,1.3568888902664185
2025-06-16 23:45:00+00:00,1.3570362329483032,1.3572019338607788,1.356539249420166,1.3567968606948853
2025-06-17 00:00:00+00:00,1.3566312789916992,1.3566312789916992,1.356024146080017,1.3563920259475708
2025-06-17 00:15:00+00:00,1.3563551902770996,1.3565207719802856,1.35609769821167,1.3561896085739136
2025-06-17 00:30:00+00:00,1.3560609817504883,1.3562999963760376,1.3558770418167114,1.3560792207717896
2025-06-17 00:45:00+00:00,1.3560056686401367,1.3567416667938232,1.3560056686401367,1.3567416667938232
2025-06-17 01:00:00+00:00,1.3568521738052368,1.3571467399597168,1.3567416667938232,1.3567416667938232
2025-06-17 01:15:00+00:00,1.3568888902664185,1.3573862314224243,1.356815218925476,1.3570730686187744
2025-06-17 01:30:00+00:00,1.3568888902664185,1.3574045896530151,1.3568888902664185,1.3571099042892456
2025-06-17 01:45:00+00:00,1.3570730686187744,1.3574599027633667,1.3569257259368896,1.3569257259368896
2025-06-17 02:00:00+00:00,1.3566679954528809,1.356704831123352,1.3563368320465088,1.3563368320465088
2025-06-17 02:15:00+00:00,1.35637366771698,1.3566128015518188,1.3561527729034424,1.3564103841781616
2025-06-17 02:30:00+00:00,1.3565024137496948,1.3565576076507568,1.3559874296188354,1.3561345338821411
2025-06-17 02:45:00+00:00,1.3561896085739136,1.3570915460586548,1.3560056686401367,1.3570915460586548
2025-06-17 03:00:00+00:00,1.3569073677062988,1.3571467399597168,1.3567968606948853,1.3571467399597168
2025-06-17 03:15:00+00:00,1.3571099042892456,1.3572940826416016,1.356815218925476,1.3572757244110107
2025-06-17 03:30:00+00:00,1.3572940826416016,1.3575705289840698,1.357054591178894,1.3574045896530151
